accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day,Variable,Description
21,6.5634,8.9365,7.364,2.7915,1,11.0338,5.661,939.406,223.103,0,0
12,7.3222,2.9152,9.678,3.5495,0,208.284,1.0916,807.801,2.8452,0,0
19,6.0368,5.6271,1.149,3.5851,1,8.029,1.5233,258.034,144.194,0,0
22,1.0879,9.973,5.807,1.1761,0,5.2441,2.1079,11.5026,5.2661,0,0
28,3.9382,9.2196,6.919,3.8509,0,448.136,2.5261,378.884,9.5866,0,0
16,5.6594,1.4077,8.901,98,0,41.858,248,421.155,6.3622,0,0
26,1.7908,2.249,8.741,3.5808,1,420.461,1.9697,1.7021,10.7831,0,0
24,4.1556,5.5813,978,5.103,1,205.677,1.4301,888.281,2.709,0,0
27,1.2988,7.6409,5.121,3.6482,1,7.0765,1.7929,852.771,7.2844,0,0
27,1.7072,6.1935,8.308,2.6356,1,5.3947,1.5256,851.662,1.702,0,0
18,4.5723,2.3213,4.273,2.1863,0,302.801,1.3521,807.745,11.804,0,0
20,2.1944,94,4.223,3.4533,1,414.097,6.165,735.795,7.1204,0,0
24,6.1079,7.5715,2.533,1.819,1,450.057,1.417,638.175,141.674,0,0
19,7.2052,9.8521,8.182,1.1174,0,144.366,569,960.686,10.9547,0,0
15,8.2053,8.0991,9.858,3.0822,0,160.513,1.338,714.613,5.8525,0,0
21,2.8014,4.6021,2.563,4.2361,1,5.0438,1.1215,633.943,2.4706,0,0
25,2.5073,9.0377,561,1.9055,1,387.205,749,790.937,180.796,0,0
27,1.9411,4.0985,8.155,1.2938,1,137.845,1.6876,253.804,151.952,0,0
15,6.7279,5.2493,6.202,2.5937,0,240.465,2.172,967.474,7.903,0,0
20,7.3583,4.7713,9.597,3.1116,1,464.449,1.3127,2.897,237.448,0,0
29,1.2843,4.4762,2.522,2.1005,1,376.108,2.9404,651.921,154.198,0,0
10,9.4259,7.7519,71,4.3836,1,2.6369,296,8.6323,4.9723,0,0
25,1.4677,5.2677,4.924,2.6172,0,4.077,1.1006,854.773,201.719,0,0
22,5.8717,3.1672,855,1.791,1,393.704,2.0198,967.964,211.704,0,0
13,7.3815,2.5816,2.618,1.1153,1,27.625,4.768,414.525,137.684,0,0
13,8.8387,3.775,126,2.2532,1,360.167,1.6822,858.593,212.537,0,0
14,7.4268,5.832,2.241,3.4886,1,7.8408,7.746,342.364,7.001,0,0
14,8.2156,2.2996,1.061,1.0988,1,436.024,6.683,16.781,22.684,0,0
18,4.0551,1.4813,9.539,4.8813,0,386.662,2.685,283.883,1.3729,0,0
20,8.3334,6.5383,2.786,1.5928,1,445.419,6.098,308.824,154.174,0,0
25,1.721,6.8121,4.439,2.6624,0,170.548,1.1297,634.361,8.3015,0,0
15,9.0533,7.5215,8.986,948,0,137.853,5.088,798.187,9.435,0,0
17,5.9283,5.0358,6.773,4.4245,1,7.5866,8.517,213.164,223.029,0,0
17,8.3557,8.9405,618,3.9442,1,465.044,8.793,9.7324,3.2486,0,0
26,5.0709,9.3634,7.056,9.773,0,8.8415,9.803,229.435,204.899,0,0
21,6.7922,8.0737,8.288,4.6662,1,5.9659,1.9232,303.572,7.9283,0,0
27,5.7376,6.3559,8.777,1.5792,1,9.6339,2.2278,287.017,177.879,0,0
16,7.5843,3.0372,6.426,3.4609,1,385.691,1.532,227.751,6.1013,0,0
29,1.7347,9.8294,0.89,4.0949,0,444.765,1.8314,47.134,140.024,0,0
28,1.5432,2.7414,5.354,3.7046,1,405.457,2.4398,857.423,191.893,0,0
22,3.2239,2.0266,2.773,4.5879,0,281.619,2.9987,10.9345,135.883,0,0
25,2.4359,4.4215,8.801,4.3214,0,496.942,1.3695,86.341,7.3573,0,0
11,8.8461,5.684,5.415,4.9731,1,3.4427,2.8093,502.038,5.6025,0,0
33,2.9729,9.7849,9.061,9.131,1,433.596,1.4711,663.863,4.1953,0,0
15,9.7828,5.8843,402,1.5238,0,213.857,2.346,817.213,201.315,0,0
24,4.0321,5.5695,3.975,3.1811,1,227.561,1.7197,311.284,146.626,0,0
27,2.6391,6.558,9.478,3.6652,0,6.3797,2.6521,954.692,12.2083,0,0
12,8.1073,4.9702,2.497,2.673,0,1.6716,1.3461,9.2899,5.9899,0,0
18,6.9284,3.206,9.415,3.696,1,158.314,2.0874,53.239,10.4101,0,0
22,5.4838,6.1231,9.539,4.208,1,8.7427,1.3989,262.255,148.815,0,0
22,5.9983,7.1617,8.821,4.8044,1,241.669,2.5711,413.867,1.7252,0,0
20,7.4728,4.1675,5.637,2.0276,1,7.3665,2.9831,454.375,8.6572,0,0
23,3.0561,7.573,6.469,1.1241,1,6.8964,7.299,915.367,5.7481,0,0
16,9.967,2.27,8.696,966,1,438.489,1.423,447.166,155.164,0,0
11,9.7731,2.2128,7.759,1.1865,0,460.647,2.438,700.968,145.505,0,0
14,6.8529,1.6142,6.301,3.4996,0,482.108,423,952.246,7.186,0,0
26,2.7959,3.7199,9.823,4.5579,1,340.251,2.7875,499.587,9.991,0,0
23,7.1221,8.4701,6.857,4.676,1,385.508,1.6308,414.227,4.3875,0,0
28,1.6498,8.2791,9.755,2.7663,1,417.892,1.1853,973.239,3.8415,0,0
27,1.2759,3.8282,574,3.4777,0,329.461,2.0144,82.94,136.415,0,0
26,3.3191,5.8912,139,1.3819,1,165.122,1.6805,940.375,4.063,0,0
21,5.1636,7.2082,4.515,2.8495,1,7.8193,8.662,403.253,11.576,0,0
10,8.8145,2.4121,3.849,3.5762,1,11.8637,6.798,699.361,147.487,0,0
18,7.5445,1.6814,7.827,4.1886,1,420.207,1.7707,257.114,211.096,0,0
18,7.6844,9.721,1.606,2.2625,0,348.049,5.648,867.164,5.8807,0,0
19,4.8294,6.1756,9.761,3.7393,0,227.898,4.175,933.748,4.4619,0,0
24,4.1134,9.8142,3.151,1.5089,0,1.4703,9.552,275.188,4.1581,0,0
24,4.3393,3.3776,4.289,1.0652,1,133.102,2.584,11.3883,8.6503,0,0
12,9.8888,7.0303,2.747,9.366,1,364.449,1.105,208.727,155.803,0,0
28,1.361,2.226,5.794,1.7944,1,256.194,2.4998,636.504,161.247,0,0
16,8.8033,2.612,586,1.794,1,217.766,1.8629,279.461,5.0631,0,0
15,6.2081,5.119,1.497,1.415,1,15.684,1.211,642.225,3.1496,0,0
22,4.9475,3.1962,7.458,3.2611,1,303.466,1.8061,356.687,10.7683,0,0
13,7.5273,1.6762,1.865,3.2396,1,483.193,1.2781,917.667,3.3886,0,0
22,5.38,2.6288,2.355,3.678,0,450.562,2.5234,458.072,195.101,0,0
14,8.8608,3.575,793,1.4371,1,1.5249,2.7216,502.646,2.0132,0,0
13,9.1063,7.0442,933,2.8478,0,240.477,8.595,354.584,180.502,0,0
23,4.7955,4.9212,4.375,1.5928,1,164.735,2.3525,8.2307,1.0235,0,0
18,3.4915,9.424,231,2.0899,1,255.302,9.294,49.87,193.676,0,0
15,6.3312,1.7169,3.468,3.5641,0,303.107,8.869,776.621,150.516,0,0
10,9.2113,1.0253,699,463,0,10.2014,5.779,953.485,7.737,0,0
25,2.896,6.1259,901,1.382,0,390.784,2.0355,8.581,9.7324,0,0
18,6.6067,9.421,8.883,7.119,1,237.534,7.851,799.424,161.668,0,0
22,6.684,7.5428,9.095,638,0,496.003,1.3946,274.391,4.4551,0,0
15,7.598,2.051,105,4.7952,1,1.2564,2.4364,824.589,213.677,0,0
27,2.1841,2.4938,9.907,1.8828,1,9.486,2.3757,348.593,11.5893,0,0
24,7.4424,8.9067,2.975,2.6354,1,344.815,2.5663,12.3289,182.433,0,0
12,9.1813,7.1853,841,3.6691,0,34.759,4.832,615.899,12.1607,0,0
24,2.6171,7.297,51,2.372,1,291.094,1.7607,894.965,10.8547,0,0
30,3.1379,8.2113,4.085,1.2051,1,48.598,2.7445,189.773,11.2708,0,0
10,9.7426,4.9304,6.298,4.1607,1,207.658,1.262,3.1587,8.715,0,0
30,2.6288,8.4678,3.322,4.31,1,208.518,2.3836,885.003,175.861,0,0
18,8.6895,6.1974,8.367,1.8648,1,455.238,7.387,700.851,203.077,0,0
23,5.4305,6.8183,7.166,1.8743,0,269.221,2.009,810.609,205.055,0,0
27,3.2251,9.935,3.502,3.7845,1,176.864,2.1522,6.9239,2.9075,0,0
20,8.8367,2.3234,7.343,1.4754,1,359.469,2.7768,891.551,182.728,0,0
26,5.1977,6.2395,9.405,5.855,1,309.835,1.5264,424.964,4.7989,0,0
21,5.6334,4.6032,931,1.2877,0,153.205,2.5447,898.641,2.923,0,0
13,4.2331,3.945,3.061,1.9367,0,148.964,136,7.4275,6.611,0,0
17,6.3366,1.447,4.633,261,1,197.806,1.2616,88.596,7.0288,0,0
21,2.4717,1.1923,498,2.3934,0,3.581,1.3186,676.643,194.349,0,0
25,4.5197,6.4909,5.422,3.7,1,471.308,1.6148,558.726,178.175,0,0
8,9.7247,5.6716,3.006,2.5687,0,9.151,1.444,7.1163,2.0324,0,0
28,3.3232,5.5343,6.673,3.595,1,9.6912,2.9039,691.533,7.8231,0,0
13,6.9106,3.186,6.451,2.2007,1,323.519,2.356,601.796,6.0312,0,0
23,3.9267,4.693,5.778,3.5445,1,362.124,795,729.026,142.909,0,0
25,7.9613,9.2462,1.138,2.905,1,368.418,2.9059,71.955,12.9963,0,0
24,2.1779,3.9759,477,2.992,0,187.538,1.3359,449.297,162.939,0,0
16,9.7284,6.2492,3.562,1.853,0,436.664,1.7135,212.634,218.575,0,0
23,5.0841,7.7982,491,9.748,1,27.2,2.431,919.779,10.1058,0,0
26,3.1245,7.8393,9.219,4.6739,1,219.294,8.522,926.334,157.422,0,0
25,1.6615,5.1928,4.805,2.9067,1,405.193,119,219.812,220.405,0,0
25,2.5278,8.5795,14,1.4366,0,12.1781,4.125,634.347,130.003,0,0
21,5.678,3.9138,4.388,3.5239,1,430.093,1.8999,210.842,7.3987,0,0
27,4.033,8.8869,8.206,1.8746,0,269.415,2.2909,862.612,9.6696,0,0
19,8.46,2.4023,7.801,6.606,1,450.029,2.6103,10.7231,181.107,0,0
20,4.878,2.8022,5.134,1.1862,1,10.0806,7.544,990.295,172.803,0,0
20,3.2384,5.312,2.498,3.2137,1,468.032,9.986,614.753,17.962,0,0
24,6.5543,7.9558,4.651,2.594,1,343.938,1.7082,3.2683,178.391,0,0
15,7.361,4.1706,5.637,1.3634,0,309.164,2.511,883.084,22.091,0,0
29,2.5034,2.2912,9.999,1.0416,1,211.034,2.4202,687.614,183.361,0,0
27,2.5086,2.3179,6.442,1.1957,0,478.157,1.4499,700.349,205.305,0,0
32,1.33,9.014,6.943,3.4138,1,22.196,2.8965,282.282,137.691,0,0
16,7.6276,8.3392,4.915,4.1291,1,249.271,3.519,343.428,154.601,0,0
18,6.9742,5.5353,3.545,3.5793,0,390.749,3.999,915.273,232.253,0,0
21,5.2717,6.1611,813,3.2286,1,142.421,1.0457,638.608,208.872,0,0
12,8.5975,4.7433,4.949,4.5823,1,145.748,6.203,2.6785,186.566,0,0
21,8.251,3.9167,9.947,292,1,387.649,2.0898,334.133,164.524,0,0
24,6.2682,9.1548,4.571,8.374,1,6.429,2.8404,602.558,8.6044,0,0
11,8.8144,1.2561,68,2.072,1,411.482,2.697,156.526,13.155,0,0
21,2.8526,4.1845,6.826,1.8623,1,312.588,7.267,10.7308,1.3231,0,0
21,2.1973,3.4456,466,2.0903,1,269.542,7.137,6.8791,9.988,0,0
22,3.4277,4.9815,2.505,1.0323,1,11.4555,1.5272,634.274,2.6855,0,0
27,1.5138,4.5763,3.537,7.475,0,393.184,1.3561,327.391,174.873,0,0
21,5.7805,5.1889,7.395,2.546,0,402.477,2.1806,379.942,214.156,0,0
11,9.4295,1.3992,4.942,4.6403,0,241.471,2.1979,6.944,4.178,0,0
25,1.3541,5.1314,286,1.9598,0,194.584,1.7183,740.639,5.8964,0,0
23,2.099,2.4242,6.168,2.168,0,12.3081,1.7731,769.089,205.675,0,0
20,5.0698,1.8433,4.114,3.5308,1,377.117,2.5269,831.141,14.06,0,0
12,9.4049,6.483,9.218,1.4555,0,319.726,1.1908,655.147,141.194,0,0
25,3.8454,7.6265,4.996,1.2255,1,10.3316,37,775.556,13.509,0,0
20,5.5651,4.2744,709,1.6213,1,397.234,6.391,581.454,5.2383,0,0
24,1.3742,6.2664,2.189,3.6191,1,441.103,1.061,496.721,5.8393,0,0
24,2.3351,7.2759,761,4.0941,1,2.9624,1.1805,267.214,227.914,0,0
16,9.8797,6.7932,721,2.9403,0,38.621,1.0735,6.2844,173.633,0,0
14,9.6861,4.705,9.041,1.6124,1,426.401,2.959,298.904,2.1704,0,0
29,1.0445,3.879,338,1.5524,1,495.754,2.2651,68.679,5.3505,0,0
15,9.5663,3.7596,4.475,6.215,1,11.8801,1.6592,927.567,150.508,0,0
15,6.7521,6.4005,6.792,4.6665,0,185.502,6.771,263.652,6.8032,0,0
16,8.8113,4.9479,952,3.1907,1,483.096,2.2774,673.151,6.0416,0,0
26,5.0927,8.4913,4.106,1.349,1,4.7008,2.1938,483.462,4.8564,0,0
22,5.6404,8.747,9.421,3.3118,1,261.854,5.748,631.273,4.4574,0,0
20,5.3996,1.7056,4.359,2.2358,0,253.372,2.9487,1.1606,147.199,0,0
14,7.2018,1.3623,9.854,4.8628,1,303.274,5.323,131.427,217.404,0,0
23,2.2569,6.304,568,4.0953,1,165.396,2.3151,224.851,8.6672,0,0
29,1.2698,3.0123,7.178,8.566,1,462.959,2.9049,894.517,2.9162,0,0
19,3.7714,1.857,581,3.6006,1,135.031,2.1765,5.0122,2.9832,0,0
23,7.3421,8.8864,5.005,2.4278,0,324.848,1.9973,573.938,224.086,0,0
27,2.8167,2.269,9.708,9.352,0,247.964,2.71,929.353,12.6897,0,0
16,7.0609,9.2928,1.297,3.4937,0,133.337,8.074,655.549,11.1909,0,0
17,9.7292,7.1743,896,2.7369,0,9.4427,8.315,48.956,213.778,0,0
32,1.8451,7.6265,6.912,1.519,0,478.281,1.9235,392.132,12.1707,0,0
16,7.0534,2.0146,259,3.2329,0,280.646,2.6464,627.953,11.5344,0,0
21,4.9938,2.3419,9.017,3.1749,0,302.095,1.8521,485.581,222.397,0,0
19,8.8133,5.2127,4.293,7.204,1,391.448,2.9311,708.358,11.387,0,0
20,2.5943,1.721,8.142,1.7449,1,4.0613,6.687,621.597,9.3831,0,0
20,7.2336,3.0543,3.888,2.9295,1,356.882,2.4776,571.735,139.599,0,0
20,8.543,3.2146,8.509,6.939,1,8.257,2.7818,957.242,234.536,0,0
15,9.5015,1.5963,6.366,4.2636,1,370.241,1.281,837.335,231.319,0,0
18,7.1492,2.0518,141,1.374,1,7.0664,2.8859,612.769,186.144,0,0
22,5.4746,7.8855,6.497,5.142,0,416.247,6.064,543.264,11.9827,0,0
21,6.5606,1.672,1.913,5.805,1,340.508,2.8585,726.704,211.551,0,0
16,8.8201,2.846,4.119,2.6405,1,192.945,2.7084,805.876,10.0652,0,0
17,6.1355,6.2935,1.703,3.1006,1,179.417,1.984,302.285,153.634,0,0
29,1.2735,9.7598,22,2.0187,1,7.4474,1.564,670.278,4.3062,0,0
15,9.3785,3.3121,2.119,1.4433,1,452.027,1.5865,143.803,158.709,0,0
9,7.2057,1.1866,5.364,4.0466,1,5.9265,1.709,436.147,6.6265,0,0
20,7.0886,5.7039,4.816,3.414,1,236.039,1.186,939.052,185.221,0,0
25,2.9411,9.0635,5.015,1.4015,1,11.8259,153,333.036,9.937,0,0
23,6.93,7.8406,2.477,1.956,1,498.164,1.5735,162.693,9.5618,0,0
26,4.5448,6.2252,6.852,695,1,292.922,1.3914,154.684,179.179,0,0
17,6.8611,3.1506,7.043,1.7669,0,7.4792,2.8214,399.791,10.2076,0,0
29,1.9593,5.4188,358,9.741,1,333.782,1.0269,232.925,171.365,0,0
22,6.9206,9.124,8.812,1.3418,1,495.805,1.9747,432.652,205.216,0,0
11,9.9947,6.7895,644,4.1047,1,302.522,227,721.697,3.2851,0,0
30,1.4339,7.251,713,8.149,0,22.869,1.9906,889.278,11.4966,0,0
19,9.7946,9.6503,2.773,3.9012,0,146.635,2.7404,11.9065,226.779,0,0
19,4.6622,2.604,6,3.3753,1,4.6062,1.0643,770.724,194.924,0,0
14,8.8368,1.846,8.654,1.6322,1,11.4123,9.422,11.2445,233.667,0,0
20,8.0415,5.4561,8.224,2.7328,1,27.681,1.8781,38.564,206.474,0,0
21,6.1031,7.0679,1.232,2.2222,1,376.893,9.857,996.583,7.4453,0,0
19,7.646,7.9041,3.741,642,0,438.965,1.2073,7.7991,4.2997,0,0
9,8.9066,1.9374,6.613,4.5359,1,396.856,8.193,3.2652,5.053,0,0
17,4.6373,2.6175,6.521,2.8481,1,6.2733,1.0347,340.312,5.2054,0,0
24,3.9433,5.1259,8.604,4.4012,1,38.673,2.0382,95.161,1.8177,0,0
16,7.1983,3.306,1.403,4.1191,1,290.802,2.7671,2.9838,217.631,0,0
21,8.2706,8.6051,4.299,3.989,1,234.554,1.7493,230.484,12.0612,0,0
11,7.8606,4.7376,972,1.0364,0,286.382,301,607.131,2.4305,0,0
20,8.1803,7.9958,3.896,7.263,1,4.038,7.917,241.416,183.034,0,0
19,4.9202,5.8062,151,4.1539,0,3.3865,2.8567,6.327,7.8154,0,0
18,8.3605,7.7309,8.983,4.3122,0,262.925,2.731,6.192,1.7049,0,0
19,2.0819,3.3267,527,2.6399,0,8.681,3.469,563.568,4.5542,0,0
28,5.9004,8.3142,8.498,5.209,1,27.277,2.7253,566.275,157.812,0,0
30,1.0518,2.7457,599,6.781,1,177.107,2.8936,709.409,190.562,0,0
21,3.9213,5.461,2.275,4.0677,1,453.706,9.737,140.424,6.0882,0,0
21,4.2982,2.1401,2.594,4.646,1,474.842,2.103,504.853,138.494,0,0
23,4.5656,4.7553,3.867,9.974,0,489.892,1.6799,60.494,209,0,0
18,7.2592,3.1818,8.029,557,1,449.469,1.0111,230.152,6.6813,0,0
20,4.497,2.667,3.866,1.6548,1,492.945,0.46,551.869,4.3592,0,0
23,5.0382,9.6699,2.047,1.525,0,353.074,1.1008,711.156,1.8371,0,0
24,3.1379,1.6007,65,4.1399,1,480.271,2.7834,990.932,11.6135,0,0
28,4.3593,7.8733,795,2.4576,1,320.896,2.4337,600.458,151.444,0,0
28,3.0454,9.8416,0.76,3.2093,1,404.607,992,862.579,1.113,0,0
20,1.6588,199,4.448,2.0574,1,6.5955,1.643,835.336,3.3094,0,0
23,6.431,6.9903,7.262,1.7275,0,34.13,1.2179,940.864,22.375,0,0
16,7.0139,2.5291,6.823,1.111,0,465.552,1.3987,725.825,5.3547,0,0
15,6.5754,4.049,1.354,3.8527,1,270.024,2.2836,220.969,182.397,0,0
18,5.1714,4.0289,1.429,3.4777,0,9.341,1.629,30.511,179.456,0,0
24,4.4181,9.3522,7.553,1.8036,1,263.444,5.431,786.838,7.718,0,0
11,8.77,1.177,7.213,1.6056,1,35.347,8.071,525.615,4.8988,0,0
22,5.6717,5.8789,378,62,0,384.894,1.7034,258.796,5.8548,0,0
23,5.3126,5.014,774,3.178,1,261.851,2.0785,660.104,135.816,0,0
25,1.2308,8.7338,121,3.1163,0,10.8684,1.5244,907.471,9.1478,0,0
20,4.0712,0.84,2.882,2.573,0,463.344,1.8606,364.113,11.8936,0,0
28,4.4218,6.8153,92,2.174,1,386.809,2.3681,600.282,194.787,0,0
23,4.5894,6.8011,2.301,4.1375,1,135.344,1.6362,585.686,12.0551,0,0
25,6.2216,6.6908,4.195,2.5195,1,405.906,2.9316,135.705,238.855,0,0
21,5.8024,9.4233,1.214,1.9225,0,173.931,7.067,9.9343,15.98,0,0
22,6.4711,8.2309,1.043,8.063,0,156.216,2.7591,890.533,4.9739,0,0
12,7.8839,4.197,8.964,4.1034,1,431.538,743,934.202,11.9885,0,0
18,8.3169,4.7108,5.855,2.8812,1,436.618,1.5949,905.199,19.522,0,0
15,7.4631,3.9795,9.345,4.623,1,199.241,1.3677,402.688,5.2392,0,0
10,9.5997,3.1015,3.458,3.2445,1,4.461,1.1186,294.744,175.061,0,0
28,1.1641,4.5134,6.771,2.1254,1,9.3283,2.8882,942.751,8.028,0,0
22,2.762,3.8419,2.047,4.0569,0,454.648,8.169,883.974,226.232,0,0
27,1.0681,4.3233,6.183,4.5946,0,449.375,2.0246,821.619,159.207,0,0
19,6.8273,9.7926,1.296,3.2023,0,226.672,2.4122,340.843,3.9017,0,0
10,9.0823,8.863,21,3.6581,1,152.058,591,642.355,209.831,0,0
31,3.1913,9.2223,9.315,283,1,151.374,2.9195,752.916,1.9637,0,0
13,9.3433,4.8024,5.549,2.8013,0,448.597,1.6399,580.393,9.7423,0,0
27,1.5424,6.2374,9.269,3.7767,0,162.367,2.7435,605.984,176.868,0,0
19,9.4099,8.3018,3.338,2.4838,1,25.579,1.9916,759.121,224.978,0,0
22,4.1646,3.6046,3.278,2.9678,1,365.506,1.9483,76.916,8.3714,0,0
24,1.9128,4.3042,4.007,4.4947,1,10.4741,1.0368,247.549,199.323,0,0
20,5.3728,4.0952,706,9.905,0,12.692,2.3118,396.768,4.7221,0,0
20,3.311,3.7473,5.658,4.912,1,179.031,894,783.373,8.426,0,0
27,3.5639,9.2553,9.254,3.4532,1,327.112,1.6675,268.833,6.903,0,0
22,3.7656,8.2893,254,4.1142,0,408.745,964,916.438,157.961,0,0
10,8.2272,1.09,7.082,4.2525,1,273.353,9.206,840.504,3.701,0,0
12,5.8525,1.0812,3.303,3.2082,1,6.6464,2.889,896.502,1.2078,0,0
22,3.8018,4.2787,1.802,4.1661,0,223.123,2.7348,304.327,234.419,0,0
14,6.493,9.866,5.104,3.5033,1,6.3845,1.8848,11.4066,5.8083,0,0
19,7.4454,6.1909,5.051,4.369,1,4.4149,2.1955,10.9585,11.1013,0,0
21,3.4536,1.4369,137,3.8102,1,294.808,2.5534,560.348,147.139,0,0
24,4.7219,5.2237,2.019,8.968,0,478.106,2.1991,312.535,3.4669,0,0
21,2.097,722,4.082,1.183,1,418.806,3.726,270.886,8.5721,0,0
24,2.6303,3.166,4.088,1.9733,0,387.236,1.8526,230.181,15.545,0,0
22,7.1301,6.7719,3.176,1.5728,0,363.528,2.9345,566.477,153.543,0,0
26,2.6329,4.8404,1.485,1.6083,1,448.564,6.423,552.614,202.094,0,0
26,5.7265,9.7827,44,8.463,1,376.418,1.8591,42.809,10.4981,0,0
24,7.3814,8.741,9.702,1.4694,0,313.439,1.6908,147.056,213.559,0,0
25,1.9619,3.5907,9.435,983,1,18.234,1.1749,929.507,163.726,0,0
17,6.1058,4.549,4.837,2.3646,0,5.0472,2.8639,433.657,134.905,0,0
25,3.3091,8.4563,9.951,3.843,1,230.517,1.0692,132.406,2.8113,0,0
16,9.6663,9.1123,6.737,4.3112,1,462.392,281,4.6708,137.929,0,0
24,5.3519,8.2063,689,4.1021,1,29.155,2.8876,161.067,142.721,0,0
14,8.2539,1.2795,1.177,2.0823,1,9.2252,2.1877,304.155,182.113,0,0
22,5.952,9.9792,9.161,3.6521,0,324.512,1.0273,633.793,172.593,0,0
26,1.3907,2.5858,6.301,1.4395,1,232.731,8.415,971.226,12.7195,0,0
28,6.6984,7.242,8.432,2.778,1,46.569,2.7841,279.347,142.279,0,0
14,9.5626,9.0803,8.983,3.3799,0,8.047,8.206,791.906,185.362,0,0
18,6.4145,2.3569,4.479,3.244,1,356.006,1.6115,912.272,8.4346,0,0
15,8.3727,9.0826,485,4.1981,1,340.801,6.449,397.657,3.2393,0,0
20,8.9579,3.0948,1.883,3.0805,1,491.771,2.9856,260.741,209.832,0,0
32,3.0527,9.7641,666,7.845,1,282.456,2.3085,496.156,231.605,0,0
22,2.9084,2.8126,1.887,4.2658,1,435.787,1.7029,897.745,10.3033,0,0
22,6.4988,9.5344,4.105,3.1363,0,1.2357,2.2375,2.0872,237.674,0,0
19,4.6993,5.354,1.182,4.038,1,6.1446,2.7491,491.765,7.7447,0,0
18,8.5588,7.0927,1.667,3.8705,1,172.969,2.8894,760.019,1.5978,0,0
17,9.1002,5.3211,4.458,1.4893,1,309.664,2.3581,605.119,13.739,0,0
28,4.1808,4.7788,3.402,3.728,1,22.454,2.5472,502.366,208.368,0,0
22,3.1318,2.2349,4.677,8.825,0,10.1348,1.1934,558.077,148.196,0,0
18,8.0247,7.056,4.292,4.643,1,294.602,1.1755,623.039,2.263,0,0
23,3.4733,1.9081,6.445,1.2171,0,28.335,2.4249,685.254,284,0,0
19,8.4035,5.5284,9.372,2.2977,1,262.224,2.2789,362.624,173.844,0,0
18,4.8136,2.5325,1.079,4.5341,0,4.5278,2.7029,522.201,202.882,0,0
18,7.1979,9.5562,993,4.3601,1,463.513,399,280.835,6.0729,0,0
25,1.8598,2.863,8.528,3.593,1,296.128,2.0724,98.415,11.2831,0,0
20,6.6147,1.9973,5.064,1.206,1,131.996,1.9429,195.415,230.662,0,0
22,5.0659,2.4231,7.664,1.7069,0,343.709,2.3956,159.151,11.0538,0,0
14,6.2795,4.1407,2.154,3.4117,1,158.954,737,276.134,3.2595,0,0
30,2.5121,2.3273,8.289,6.451,1,252.928,2.4788,920.854,218.797,0,0
18,7.6319,4.9135,9.238,4.1954,1,170.566,9.793,662.267,11.884,0,0
18,8.7652,8.7247,6.355,4.5729,0,440.197,2.0614,461.368,8.2634,0,0
27,2.9507,7.1206,1.059,1.7705,1,49.699,1.8497,926.141,2.3384,0,0
26,1.8614,5.7996,8.953,3.5292,1,8.0591,1.3206,901.146,10.9984,0,0
25,1.2127,0.89,7.925,741,1,1.1789,2.2381,407.577,184.721,0,0
23,6.7777,6.9399,7.509,3.4541,1,10.9661,2.8837,568.005,172.124,0,0
15,6.4638,1.6641,367,1.073,0,294.976,9.704,90.632,11.9181,0,0
25,5.9203,7.8637,799,7.539,1,8.6976,2.2453,326.205,172.688,0,0
20,3.0875,2.5006,138,3.5494,1,405.742,9.436,413.462,8.4183,0,0
21,4.5182,4.1705,2.224,3.5593,1,204.335,2.537,795.084,176.464,0,0
17,6.3503,3.5047,5.771,3.2058,1,305.266,1.3118,701.652,2.0576,0,0
21,5.4709,8.5881,265,2.3868,0,227.809,1.3478,5.8164,4.7816,0,0
13,9.8901,1.2654,6.613,3.3745,1,451.664,2.3156,12.6203,210.654,0,0
26,2.228,5.6564,6.081,3.869,1,1.7568,1.4885,847.801,7.0477,0,0
10,7.2563,1.4206,1.081,4.8324,0,364.651,7.999,3.9441,4.9426,0,0
25,4.6389,7.048,656,4.4432,0,326.086,2.9866,92.073,2.1361,0,0
26,4.8538,9.0508,924,3.9727,1,324.758,1.8607,279.035,9.4309,0,0
16,7.4584,4.3461,1.611,3.4738,1,206.995,1.9354,602.395,1.6076,0,0
19,7.2319,4.8809,5.971,2.8708,1,7.838,1.9397,568.935,11.9275,0,0
24,9.9213,9.2742,3.419,603,1,34.462,2.6501,402.291,220.609,0,0
28,2.1555,5.2099,4.596,8.278,1,414.736,5.516,4.1123,188.912,0,0
19,1.937,4.876,287,4.1014,1,4.2615,1.775,200.547,9.762,0,0
15,7.519,5.7833,3.541,4.0166,1,220.809,1.1601,618.824,7.1942,0,0
16,6.2055,6.8923,289,3.0723,0,8.1297,1.6947,451.909,4.5035,0,0
